Date,log_price_residual
2014-04-25,
2014-04-26,
2014-04-27,
2014-04-28,
2014-04-29,
2014-04-30,
2014-05-01,
2014-05-02,
2014-05-03,
2014-05-04,
2014-05-05,
2014-05-06,
2014-05-07,
2014-05-08,
2014-05-09,
2014-05-10,
2014-05-11,
2014-05-12,
2014-05-13,
2014-05-14,
2014-05-15,
2014-05-16,
2014-05-17,
2014-05-18,
2014-05-19,
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,
2014-05-28,
2014-05-29,
2014-05-30,
2014-05-31,
2014-06-01,
2014-06-02,
2014-06-03,
2014-06-04,
2014-06-05,
2014-06-06,
2014-06-07,
2014-06-08,
2014-06-09,
2014-06-10,
2014-06-11,
2014-06-12,
2014-06-13,
2014-06-14,
2014-06-15,
2014-06-16,
2014-06-17,
2014-06-18,
2014-06-19,
2014-06-20,
2014-06-21,
2014-06-22,
2014-06-23,
2014-06-24,
2014-06-25,
2014-06-26,
2014-06-27,
2014-06-28,
2014-06-29,
2014-06-30,
2014-07-01,
2014-07-02,
2014-07-03,
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,
2014-07-08,
2014-07-09,
2014-07-10,
2014-07-11,
2014-07-12,
2014-07-13,
2014-07-14,
2014-07-15,
2014-07-16,
2014-07-17,
2014-07-18,
2014-07-19,
2014-07-20,
2014-07-21,
2014-07-22,
2014-07-23,
2014-07-24,
2014-07-25,
2014-07-26,
2014-07-27,
2014-07-28,
2014-07-29,
2014-07-30,
2014-07-31,
2014-08-01,
2014-08-02,
2014-08-03,
2014-08-04,
2014-08-05,
2014-08-06,
2014-08-07,
2014-08-08,
2014-08-09,
2014-08-10,
2014-08-11,
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-16,
2014-08-17,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,
2014-08-22,
2014-08-23,
2014-08-24,
2014-08-25,
2014-08-26,
2014-08-27,
2014-08-28,
2014-08-29,
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,
2014-09-03,
2014-09-04,
2014-09-05,
2014-09-06,
2014-09-07,
2014-09-08,
2014-09-09,
2014-09-10,
2014-09-11,
2014-09-12,
2014-09-13,
2014-09-14,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-20,
2014-09-21,
2014-09-22,
2014-09-23,
2014-09-24,
2014-09-25,
2014-09-26,
2014-09-27,
2014-09-28,
2014-09-29,
2014-09-30,
2014-10-01,
2014-10-02,
2014-10-03,
2014-10-04,
2014-10-05,
2014-10-06,
2014-10-07,
2014-10-08,
2014-10-09,
2014-10-10,
2014-10-11,
2014-10-12,
2014-10-13,
2014-10-14,
2014-10-15,
2014-10-16,
2014-10-17,
2014-10-18,
2014-10-19,
2014-10-20,
2014-10-21,
2014-10-22,
2014-10-23,
2014-10-24,
2014-10-25,
2014-10-26,
2014-10-27,
2014-10-28,
2014-10-29,
2014-10-30,
2014-10-31,
2014-11-01,
2014-11-02,
2014-11-03,
2014-11-04,
2014-11-05,
2014-11-06,
2014-11-07,
2014-11-08,
2014-11-09,
2014-11-10,
2014-11-11,
2014-11-12,
2014-11-13,
2014-11-14,
2014-11-15,
2014-11-16,
2014-11-17,
2014-11-18,
2014-11-19,
2014-11-20,
2014-11-21,
2014-11-22,
2014-11-23,
2014-11-24,
2014-11-25,
2014-11-26,
2014-11-27,
2014-11-28,
2014-11-29,
2014-11-30,
2014-12-01,
2014-12-02,
2014-12-03,
2014-12-04,
2014-12-05,
2014-12-06,
2014-12-07,
2014-12-08,
2014-12-09,
2014-12-10,
2014-12-11,
2014-12-12,
2014-12-13,
2014-12-14,
2014-12-15,
2014-12-16,
2014-12-17,
2014-12-18,
2014-12-19,
2014-12-20,
2014-12-21,
2014-12-22,
2014-12-23,
2014-12-24,
2014-12-25,
2014-12-26,
2014-12-27,
2014-12-28,
2014-12-29,
2014-12-30,
2014-12-31,
2015-01-01,
2015-01-02,
2015-01-03,
2015-01-04,
2015-01-05,
2015-01-06,
2015-01-07,
2015-01-08,
2015-01-09,
2015-01-10,-1.4172644170348985
2015-01-11,-1.4436781486438282
2015-01-12,-1.4408491795285654
2015-01-13,-1.6186564431206936
2015-01-14,-1.85765561264345
2015-01-15,-1.6641239900693732
2015-01-16,-1.6827365707701034
2015-01-17,-1.717020267097829
2015-01-18,-1.6585101072537896
2015-01-19,-1.6278535464929442
2015-01-20,-1.6476797182787992
2015-01-21,-1.5716900325951269
2015-01-22,-1.5438043763581915
2015-01-23,-1.5428523623610655
2015-01-24,-1.4739762965151648
2015-01-25,-1.4498229931184836
2015-01-26,-1.3740446205377106
2015-01-27,-1.4058738463867355
2015-01-28,-1.5190755379203216
2015-01-29,-1.5237277640397044
2015-01-30,-1.5426558465357223
2015-01-31,-1.5912620228987207
2015-02-01,-1.5442620377798262
2015-02-02,-1.4859792709522015
2015-02-03,-1.535713609833782
2015-02-04,-1.5371770672517302
2015-02-05,-1.5781210247440063
2015-02-06,-1.5491405174752577
2015-02-07,-1.5200808935990233
2015-02-08,-1.5375338053477972
2015-02-09,-1.5492729890525192
2015-02-10,-1.545807991887063
2015-02-11,-1.549188234560746
2015-02-12,-1.5323696063722156
2015-02-13,-1.4689253819668533
2015-02-14,-1.3814331924118006
2015-02-15,-1.4731556856904895
2015-02-16,-1.4678841603767516
2015-02-17,-1.4286665989021223
2015-02-18,-1.4591466594756914
2015-02-19,-1.4322501865523378
2015-02-20,-1.4149275375462507
2015-02-21,-1.4123606029397386
2015-02-22,-1.446837041736038
2015-02-23,-1.434488193625234
2015-02-24,-1.4288018912907434
2015-02-25,-1.4333263477107083
2015-02-26,-1.4359391003528827
2015-02-27,-1.3604306752693942
2015-02-28,-1.3591344477872713
2015-03-01,-1.3350396687654804
2015-03-02,-1.2750865190578073
2015-03-03,-1.2507012872608918
2015-03-04,-1.2823098082007496
2015-03-05,-1.2703890618286513
2015-03-06,-1.2794552573113913
2015-03-07,-1.2666360056020673
2015-03-08,-1.2688978452166992
2015-03-09,-1.2152426096090183
2015-03-10,-1.206373500161094
2015-03-11,-1.190282148926796
2015-03-12,-1.1920229989045605
2015-03-13,-1.2246159613340257
2015-03-14,-1.2312628963332708
2015-03-15,-1.2170563895321678
2015-03-16,-1.201497630349011
2015-03-17,-1.2214136357147822
2015-03-18,-1.3227718770832366
2015-03-19,-1.3025307294862811
2015-03-20,-1.2974933912139432
2015-03-21,-1.3025690914168813
2015-03-22,-1.2718136087283556
2015-03-23,-1.278114903698449
2015-03-24,-1.3538778889407599
2015-03-25,-1.3524248818016353
2015-03-26,-1.3392167547321092
2015-03-27,-1.3459968653464998
2015-03-28,-1.3208281374331508
2015-03-29,-1.3602576842262977
2015-03-30,-1.3365552679947053
2015-03-31,-1.3493604825819636
2015-04-01,-1.337459152365554
2015-04-02,-1.309991563591291
2015-04-03,-1.3035555677195427
2015-04-04,-1.305335068370118
2015-04-05,-1.2759174773890551
2015-04-06,-1.2926016102949305
2015-04-07,-1.2969390492165704
2015-04-08,-1.3311180211361249
2015-04-09,-1.3373152715509917
2015-04-10,-1.3686737480597877
2015-04-11,-1.36026541827425
2015-04-12,-1.3594880836743464
2015-04-13,-1.407700813014368
2015-04-14,-1.4313373928698327
2015-04-15,-1.4131717779399269
2015-04-16,-1.388231013955056
2015-04-17,-1.411434041558306
2015-04-18,-1.406609975885222
2015-04-19,-1.4050526276345172
2015-04-20,-1.395835275651951
2015-04-21,-1.350370349500932
2015-04-22,-1.3531965941184945
2015-04-23,-1.3424722222783085
2015-04-24,-1.3596614846047954
2015-04-25,-1.379681595140366
2015-04-26,-1.4041499811011837
2015-04-27,-1.3718369604059886
2015-04-28,-1.3776664698021746
2015-04-29,-1.3752841340749162
2015-04-30,-1.3273900068603508
2015-05-01,-1.3408678292052958
2015-05-02,-1.3271966993307185
2015-05-03,-1.304851272775319
2015-05-04,-1.309388738092652
2015-05-05,-1.3201168022755603
2015-05-06,-1.3464234364241925
2015-05-07,-1.3119587766381047
2015-05-08,-1.280276768944483
2015-05-09,-1.2855932814581097
2015-05-10,-1.2921676977010828
2015-05-11,-1.284315562064319
2015-05-12,-1.2829267011442615
2015-05-13,-1.3049317392905735
2015-05-14,-1.3016247825103235
2015-05-15,-1.2977603876244466
2015-05-16,-1.303201813570669
2015-05-17,-1.296730085917262
2015-05-18,-1.3124415435315688
2015-05-19,-1.3146927738825251
2015-05-20,-1.3035654038501017
2015-05-21,-1.296167997336486
2015-05-22,-1.274610320546123
2015-05-23,-1.278759085058672
2015-05-24,-1.2699762990056769
2015-05-25,-1.2839600279496457
2015-05-26,-1.2832979032379166
2015-05-27,-1.280054178168787
2015-05-28,-1.2795730938565963
2015-05-29,-1.2793647725353132
2015-05-30,-1.2942309957410263
2015-05-31,-1.307060627506333
2015-06-01,-1.332607180109905
2015-06-02,-1.321857169831004
2015-06-03,-1.3206780271746474
2015-06-04,-1.3264578250516523
2015-06-05,-1.3194937054955407
2015-06-06,-1.315948819141541
2015-06-07,-1.3220908354967849
2015-06-08,-1.2968043450744835
2015-06-09,-1.2926519867786048
2015-06-10,-1.2945122756596774
2015-06-11,-1.2886316263338706
2015-06-12,-1.2861216112087437
2015-06-13,-1.270806563515949
2015-06-14,-1.2715202386563416
2015-06-15,-1.2518622184917296
2015-06-16,-1.1906731386495935
2015-06-17,-1.2033115710128364
2015-06-18,-1.19790060360386
2015-06-19,-1.2136823581404768
2015-06-20,-1.2092550665036086
2015-06-21,-1.213228182485472
2015-06-22,-1.2009452912556142
2015-06-23,-1.2112273568591947
2015-06-24,-1.2253336942511677
2015-06-25,-1.2162093124006415
2015-06-26,-1.2123987261138724
2015-06-27,-1.1766339841687827
2015-06-28,-1.1853442801365546
2015-06-29,-1.1542586248333873
2015-06-30,-1.1256138232894708
2015-07-01,-1.1468550520370826
2015-07-02,-1.1586383211766824
2015-07-03,-1.1523431949407552
2015-07-04,-1.134233747775867
2015-07-05,-1.0927863889594365
2015-07-06,-1.099922712144461
2015-07-07,-1.1089820944972573
2015-07-08,-1.0928395232981858
2015-07-09,-1.095298212059281
2015-07-10,-1.0374186852424119
2015-07-11,-1.0079958835391354
2015-07-12,-0.949572260063209
2015-07-13,-1.0113580377854952
2015-07-14,-1.027636751679439
2015-07-15,-1.0333216855668326
2015-07-16,-1.058771781010476
2015-07-17,-1.0525699480545168
2015-07-18,-1.0615483306001208
2015-07-19,-1.0682823648239568
2015-07-20,-1.0537361781608379
2015-07-21,-1.0618500643176105
2015-07-22,-1.0571078603222617
2015-07-23,-1.0598045656941437
2015-07-24,-1.0150604580103524
2015-07-25,-1.0137718214366362
2015-07-26,-1.0001586055823042
2015-07-27,-0.9958402967585771
2015-07-28,-0.9919833866604364
2015-07-29,-1.010383779260878
2015-07-30,-1.0153901143904633
2015-07-31,-1.0274600778109972
2015-08-01,-1.0371371901045254
2015-08-02,-1.0338078984452537
2015-08-03,-1.0339946720533275
2015-08-04,-1.0224438134652098
2015-08-05,-1.032179962308727
2015-08-06,-1.0434061160440278
2015-08-07,-1.0409629288806341
2015-08-08,-1.1067983195208475
2015-08-09,-1.0874375948424717
2015-08-10,-1.091921128487396
2015-08-11,-1.0669495131858868
2015-08-12,-1.0783061211577687
2015-08-13,-1.0904334466282348
2015-08-14,-1.0833563182277217
2015-08-15,-1.0992290222123513
2015-08-16,-1.109881339281742
2015-08-17,-1.1125481829778403
2015-08-18,-1.2801619756518168
2015-08-19,-1.2369415588935402
2015-08-20,-1.1998748584124037
2015-08-21,-1.210308699887256
2015-08-22,-1.2184167974697342
2015-08-23,-1.225736281105112
2015-08-24,-1.300185458455898
2015-08-25,-1.2496269684168162
2015-08-26,-1.2329386190218488
2015-08-27,-1.2368854674305467
2015-08-28,-1.204073589122462
2015-08-29,-1.2130264143319822
2015-08-30,-1.2153387962800366
2015-08-31,-1.2068965341994744
2015-09-01,-1.217610127006651
2015-09-02,-1.209664602025292
2015-09-03,-1.218944945507629
2015-09-04,-1.200027286307301
2015-09-05,-1.1787034784265291
2015-09-06,-1.157110857595109
2015-09-07,-1.1568025770500965
2015-09-08,-1.1412175973149026
2015-09-09,-1.1627626824052486
2015-09-10,-1.1616109226983733
2015-09-11,-1.1518708979784895
2015-09-12,-1.1696462530797493
2015-09-13,-1.1933793954206147
2015-09-14,-1.1905291011778507
2015-09-15,-1.191794396040459
2015-09-16,-1.1965609760431013
2015-09-17,-1.1774871020449433
2015-09-18,-1.1765326281317794
2015-09-19,-1.1794631869788237
2015-09-20,-1.1821682988888167
2015-09-21,-1.2010599417092296
2015-09-22,-1.183123223770549
2015-09-23,-1.1841750586986493
2015-09-24,-1.165106830624711
2015-09-25,-1.1589035331692417
2015-09-26,-1.1619044160289684
2015-09-27,-1.16663099648407
2015-09-28,-1.1370494253394403
2015-09-29,-1.1473009901365163
2015-09-30,-1.1488317656966736
2015-10-01,-1.141593685443369
2015-10-02,-1.1418592770772111
2015-10-03,-1.1333875389070105
2015-10-04,-1.133307452901935
2015-10-05,-1.1263791342859832
2015-10-06,-1.1010224041631727
2015-10-07,-1.1132096844702728
2015-10-08,-1.115220303750383
2015-10-09,-1.108531530926161
2015-10-10,-1.1015395876988023
2015-10-11,-1.0903220933578837
2015-10-12,-1.0993269068078382
2015-10-13,-1.0809082480941825
2015-10-14,-1.0695461714935313
2015-10-15,-1.0627038526194408
2015-10-16,-1.0309624200251841
2015-10-17,-0.9960213247674119
2015-10-18,-1.0269493004134853
2015-10-19,-1.0229871216319308
2015-10-20,-0.9982553516724817
2015-10-21,-1.0080349936023394
2015-10-22,-0.9803882416588721
2015-10-23,-0.9683721665423706
2015-10-24,-0.9501689903512256
2015-10-25,-0.941210027063673
2015-10-26,-0.9385367143482011
2015-10-27,-0.9077977441787857
2015-10-28,-0.877974762245624
2015-10-29,-0.8441346094473747
2015-10-30,-0.8017955849191782
2015-10-31,-0.8463949756666347
2015-11-01,-0.7975128813246402
2015-11-02,-0.6975862998418894
2015-11-03,-0.6031881336818739
2015-11-04,-0.5924332646389896
2015-11-05,-0.6463798483641101
2015-11-06,-0.6767172354804432
2015-11-07,-0.6415019477359793
2015-11-08,-0.6789879853853842
2015-11-09,-0.6578516124770504
2015-11-10,-0.7768249387486126
2015-11-11,-0.8660821679132233
2015-11-12,-0.7775837647306822
2015-11-13,-0.7783475585952209
2015-11-14,-0.7909796577381192
2015-11-15,-0.8310642362242273
2015-11-16,-0.7966317521095627
2015-11-17,-0.782514527661764
2015-11-18,-0.7828538809029695
2015-11-19,-0.8115427260142773
2015-11-20,-0.8246980243426512
2015-11-21,-0.8124035813184154
2015-11-22,-0.819067631566063
2015-11-23,-0.8211669638140471
2015-11-24,-0.83055338683765
2015-11-25,-0.8027856897662362
2015-11-26,-0.7232571580424265
2015-11-27,-0.7150344314155674
2015-11-28,-0.7227614752415565
2015-11-29,-0.6814657878026056
2015-11-30,-0.6666212617978191
2015-12-01,-0.7070041782415126
2015-12-02,-0.7163700740460923
2015-12-03,-0.7110592950908172
2015-12-04,-0.7056715467090289
2015-12-05,-0.6366305995222374
2015-12-06,-0.6269473693430934
2015-12-07,-0.6222431289902648
2015-12-08,-0.5771817975834219
2015-12-09,-0.568535373768543
2015-12-10,-0.5736635526300562
2015-12-11,-0.48669709635649294
2015-12-12,-0.5278563078628613
2015-12-13,-0.5318619832040579
2015-12-14,-0.5130016531375965
2015-12-15,-0.4661755515752555
2015-12-16,-0.4897540821365052
2015-12-17,-0.4859300429176736
2015-12-18,-0.47166294659565633
2015-12-19,-0.476311245375328
2015-12-20,-0.5196113539229703
2015-12-21,-0.5305375558750098
2015-12-22,-0.536620094413653
2015-12-23,-0.5204577658714253
2015-12-24,-0.4918086901329666
2015-12-25,-0.49291799743728415
2015-12-26,-0.579316519939634
2015-12-27,-0.5692122805606887
2015-12-28,-0.5736788886500417
2015-12-29,-0.5501491262587637
2015-12-30,-0.5630778264785707
2015-12-31,-0.5551791177456327
2016-01-01,-0.5442285689934776
2016-01-02,-0.5453933299787108
2016-01-03,-0.5559379934755802
2016-01-04,-0.5488723033981522
2016-01-05,-0.5512714126870879
2016-01-06,-0.556470479485891
2016-01-07,-0.493072311825399
2016-01-08,-0.5048986995345297
2016-01-09,-0.5150761341270238
2016-01-10,-0.5185703013787153
2016-01-11,-0.5182397141679171
2016-01-12,-0.5351852438107185
2016-01-13,-0.5574033780702532
2016-01-14,-0.5637346536500081
2016-01-15,-0.7196708334585544
2016-01-16,-0.6663867791339335
2016-01-17,-0.681156973141654
2016-01-18,-0.6752236763660484
2016-01-19,-0.6930268975247476
2016-01-20,-0.5871113397987102
2016-01-21,-0.6148298984079128
2016-01-22,-0.6865989344440289
2016-01-23,-0.6730039309667646
2016-01-24,-0.6301434766382226
2016-01-25,-0.6592748293373161
2016-01-26,-0.6617348770102982
2016-01-27,-0.6531930406175288
2016-01-28,-0.6940848360663932
2016-01-29,-0.6940483750538684
2016-01-30,-0.6988547028653338
2016-01-31,-0.7283685263299331
2016-02-01,-0.7153015401575233
2016-02-02,-0.7109022534211817
2016-02-03,-0.7240844135741549
2016-02-04,-0.667286106070148
2016-02-05,-0.6812947776962321
2016-02-06,-0.7072187615869545
2016-02-07,-0.7060157337131523
2016-02-08,-0.7178113281475573
2016-02-09,-0.7107415826917878
2016-02-10,-0.6961496432493011
2016-02-11,-0.7001670573355723
2016-02-12,-0.6881466660638038
2016-02-13,-0.6694979175149527
2016-02-14,-0.6282670013807801
2016-02-15,-0.6456920453227744
2016-02-16,-0.626802686278471
2016-02-17,-0.6070693540479697
2016-02-18,-0.5932666403156919
2016-02-19,-0.5976692387665938
2016-02-20,-0.5503764069349089
2016-02-21,-0.5542884620923045
2016-02-22,-0.5575314117708441
2016-02-23,-0.5987976242919668
2016-02-24,-0.5898708780227038
2016-02-25,-0.5901065594100494
2016-02-26,-0.5726822351837235
2016-02-27,-0.5704474389571308
2016-02-28,-0.5705972683120741
2016-02-29,-0.5603943705352616
2016-03-01,-0.5723082516116085
2016-03-02,-0.5954857163905967
2016-03-03,-0.6049554935998058
2016-03-04,-0.6325791704530408
2016-03-05,-0.6593839612651351
2016-03-06,-0.6437543427798582
2016-03-07,-0.620817965452999
2016-03-08,-0.6255606827639104
2016-03-09,-0.6232289631549408
2016-03-10,-0.614453841150806
2016-03-11,-0.6072770463600703
2016-03-12,-0.6299238966744074
2016-03-13,-0.626536956648871
2016-03-14,-0.6191265018384948
2016-03-15,-0.6189303328438323
2016-03-16,-0.6150956841880992
2016-03-17,-0.6117076446471401
2016-03-18,-0.6355012213779387
2016-03-19,-0.635296176675693
2016-03-20,-0.6285092005134683
2016-03-21,-0.6299655625167251
2016-03-22,-0.6183174808536149
2016-03-23,-0.6167878764352039
2016-03-24,-0.6263354768381841
2016-03-25,-0.6199290666015882
2016-03-26,-0.6192225615027604
2016-03-27,-0.5991453241492009
2016-03-28,-0.605531502536647
2016-03-29,-0.6227139928125576
2016-03-30,-0.6305074704309099
2016-03-31,-0.6231966447624924
2016-04-01,-0.6205776524455837
2016-04-02,-0.6148341556578414
2016-04-03,-0.6144744205178085
2016-04-04,-0.6161191799382921
2016-04-05,-0.6094773939771994
2016-04-06,-0.6112701814256907
2016-04-07,-0.6126951819166013
2016-04-08,-0.6197821590489703
2016-04-09,-0.6198710405749335
2016-04-10,-0.6126483659516051
2016-04-11,-0.6099141602099705
2016-04-12,-0.6005533260847082
2016-04-13,-0.6069405367810852
2016-04-14,-0.6050222027833296
2016-04-15,-0.5940762836918116
2016-04-16,-0.5910446709839814
2016-04-17,-0.5981310387467946
2016-04-18,-0.5978024162937405
2016-04-19,-0.5800425527132189
2016-04-20,-0.5689071200551261
2016-04-21,-0.5482226072611196
2016-04-22,-0.5576389960391879
2016-04-23,-0.5453837811612283
2016-04-24,-0.5253113329640176
2016-04-25,-0.521726250609106
2016-04-26,-0.5131395374227132
2016-04-27,-0.5657428487860754
2016-04-28,-0.5544180858794627
2016-04-29,-0.5418448477929321
2016-04-30,-0.5579802622399255
2016-05-01,-0.5472366036639613
2016-05-02,-0.5700639966862671
2016-05-03,-0.555658160693528
2016-05-04,-0.56338548419372
2016-05-05,-0.5617102152787137
2016-05-06,-0.5351184718790867
2016-05-07,-0.5363750588466827
2016-05-08,-0.5368735763582801
2016-05-09,-0.5329116931996252
2016-05-10,-0.5604753795719581
2016-05-11,-0.554744078837385
2016-05-12,-0.5514817198005328
2016-05-13,-0.5484067199959632
2016-05-14,-0.5469981844191505
2016-05-15,-0.541559268500472
2016-05-16,-0.5543509963640147
2016-05-17,-0.5585264754028172
2016-05-18,-0.5569398233893237
2016-05-19,-0.594882887025979
2016-05-20,-0.584721034117174
2016-05-21,-0.5813582484587778
2016-05-22,-0.5896891394369481
2016-05-23,-0.5819068474288294
2016-05-24,-0.5790384803086894
2016-05-25,-0.568613571223552
2016-05-26,-0.5605010402330635
2016-05-27,-0.5235062803616488
2016-05-28,-0.40631444727918176
2016-05-29,-0.4134583682087509
2016-05-30,-0.4030700439720434
2016-05-31,-0.40866285795427437
2016-06-01,-0.39700529775280025
2016-06-02,-0.3956837125670214
2016-06-03,-0.3399775886119514
2016-06-04,-0.33379247692534975
2016-06-05,-0.33323972531831814
2016-06-06,-0.3157733941382057
2016-06-07,-0.32943518750234624
2016-06-08,-0.3224507278488735
2016-06-09,-0.3337469108120814
2016-06-10,-0.33002329018057885
2016-06-11,-0.2878173047322594
2016-06-12,-0.18719663166876366
2016-06-13,-0.13920129228411504
2016-06-14,-0.16840942511866963
2016-06-15,-0.15518130368402616
2016-06-16,-0.05759518639214711
2016-06-17,-0.08203690763268945
2016-06-18,-0.07258659867395778
2016-06-19,-0.06300870751725451
2016-06-20,-0.12389907512254261
2016-06-21,-0.2011700315855247
2016-06-22,-0.3205628741887736
2016-06-23,-0.26790870850269677
2016-06-24,-0.2126722667724028
2016-06-25,-0.2067759631895152
2016-06-26,-0.2670573145100743
2016-06-27,-0.23420875934603647
2016-06-28,-0.2430886086543005
2016-06-29,-0.25762879741767986
2016-06-30,-0.20445630924366398
2016-07-01,-0.20091297665404717
2016-07-02,-0.1656603523744824
2016-07-03,-0.22573028476085621
2016-07-04,-0.2011938367259951
2016-07-05,-0.21970810728526668
2016-07-06,-0.2068272490902192
2016-07-07,-0.2650019879784704
2016-07-08,-0.2278566328582743
2016-07-09,-0.24889063844609005
2016-07-10,-0.2530507290013606
2016-07-11,-0.2536811562413668
2016-07-12,-0.2249319732108308
2016-07-13,-0.2436651734615065
2016-07-14,-0.24090266306541874
2016-07-15,-0.23323839621689668
2016-07-16,-0.23661013407755327
2016-07-17,-0.21430824408886906
2016-07-18,-0.22428367764685575
2016-07-19,-0.22612765389359968
2016-07-20,-0.2382283467141324
2016-07-21,-0.2400425127600121
2016-07-22,-0.2658521350016674
2016-07-23,-0.25652844876010494
2016-07-24,-0.25154522502602994
2016-07-25,-0.26216204264385734
2016-07-26,-0.2639951822095865
2016-07-27,-0.2625617854641389
2016-07-28,-0.26376075454017744
2016-07-29,-0.2627688912118913
2016-07-30,-0.26718444858454937
2016-07-31,-0.31590231693820403
2016-08-01,-0.346524893797322
2016-08-02,-0.48769163956596184
2016-08-03,-0.40937805605206723
2016-08-04,-0.3873202108413878
2016-08-05,-0.3920092632105936
2016-08-06,-0.37660705765953395
2016-08-07,-0.3708125412088856
2016-08-08,-0.3768781067729039
2016-08-09,-0.38396572733649137
2016-08-10,-0.3813310734721398
2016-08-11,-0.38280010458416935
2016-08-12,-0.3876784739339989
2016-08-13,-0.39159688337081455
2016-08-14,-0.41651207773681964
2016-08-15,-0.4257165893913841
2016-08-16,-0.40578408901831065
2016-08-17,-0.4147819467631191
2016-08-18,-0.41622649474039974
2016-08-19,-0.4157607447203606
2016-08-20,-0.4029677280532358
2016-08-21,-0.40546280351787534
2016-08-22,-0.3990706546876943
2016-08-23,-0.4038545513881413
2016-08-24,-0.41136825481684713
2016-08-25,-0.41673081688200586
2016-08-26,-0.41255907125089664
2016-08-27,-0.4283721811619765
2016-08-28,-0.42053882765191286
2016-08-29,-0.42418039719173883
2016-08-30,-0.42096451993879036
2016-08-31,-0.42764287979397064
2016-09-01,-0.42844459429064763
2016-09-02,-0.4211209402804359
2016-09-03,-0.38194885351939867
2016-09-04,-0.3659977922943778
2016-09-05,-0.37176908385674956
2016-09-06,-0.3636494273196904
2016-09-07,-0.36016032787143537
2016-09-08,-0.3371555563428892
2016-09-09,-0.3501049297467702
2016-09-10,-0.348130778830849
2016-09-11,-0.37572100252534657
2016-09-12,-0.3774180588367839
2016-09-13,-0.37660627627696375
2016-09-14,-0.37623719663609556
2016-09-15,-0.380890117951699
2016-09-16,-0.3804794872494002
2016-09-17,-0.381976600736766
2016-09-18,-0.3759728759785883
2016-09-19,-0.381133843356805
2016-09-20,-0.38274895840121115
2016-09-21,-0.40246344633064535
2016-09-22,-0.40552690040389194
2016-09-23,-0.3949180783510311
2016-09-24,-0.39517269560043644
2016-09-25,-0.3993832280149858
2016-09-26,-0.389940601046769
2016-09-27,-0.3933945526686857
2016-09-28,-0.39492832744394324
2016-09-29,-0.39483978693156097
2016-09-30,-0.38957920503947374
2016-10-01,-0.37968409890703914
2016-10-02,-0.38642872805909523
2016-10-03,-0.38583364994544134
2016-10-04,-0.39082791444640197
2016-10-05,-0.38810031474178963
2016-10-06,-0.3895036456123666
2016-10-07,-0.38029757882796034
2016-10-08,-0.37883297827244444
2016-10-09,-0.3831735444746567
2016-10-10,-0.38236283075319566
2016-10-11,-0.34373087799689905
2016-10-12,-0.35454539889039705
2016-10-13,-0.35719057176580904
2016-10-14,-0.35153474926349126
2016-10-15,-0.3559732052727753
2016-10-16,-0.3480257304527479
2016-10-17,-0.35474908464360944
2016-10-18,-0.36115660099749025
2016-10-19,-0.3713394620420303
2016-10-20,-0.37378952478553096
2016-10-21,-0.3709246983451271
2016-10-22,-0.335064944757816
2016-10-23,-0.3398226629738428
2016-10-24,-0.3436456849148106
2016-10-25,-0.3356811170566312
2016-10-26,-0.30756962566380164
2016-10-27,-0.29175513350059656
2016-10-28,-0.28709688804420797
2016-10-29,-0.2524743762345665
2016-10-30,-0.2762321768135152
2016-10-31,-0.27783102611384525
2016-11-01,-0.2345568885295135
2016-11-02,-0.22232969289059756
2016-11-03,-0.29381712698784757
2016-11-04,-0.27259300865034497
2016-11-05,-0.2716129647911547
2016-11-06,-0.25985843490203386
2016-11-07,-0.2745009570122008
2016-11-08,-0.26751607471355854
2016-11-09,-0.25504294022370555
2016-11-10,-0.26731477842632945
2016-11-11,-0.26509559216888245
2016-11-12,-0.2827588085954149
2016-11-13,-0.2840288418951129
2016-11-14,-0.28212481660211886
2016-11-15,-0.2736440370347868
2016-11-16,-0.23384226951741383
2016-11-17,-0.24398678482169522
2016-11-18,-0.22584311844462945
2016-11-19,-0.22473069029152626
2016-11-20,-0.25390658446232806
2016-11-21,-0.24653598907666652
2016-11-22,-0.23210487842473704
2016-11-23,-0.24221054575691348
2016-11-24,-0.24848389041261054
2016-11-25,-0.24634979400669632
2016-11-26,-0.25418208778902684
2016-11-27,-0.2646201337524081
2016-11-28,-0.2623965367492902
2016-11-29,-0.2612468568196018
2016-11-30,-0.24793411487717165
2016-12-01,-0.2336391147926573
2016-12-02,-0.21030915722876298
2016-12-03,-0.21942688606628558
2016-12-04,-0.2201407947347942
2016-12-05,-0.23922053985589198
2016-12-06,-0.23173426041840983
2016-12-07,-0.22508516050622962
2016-12-08,-0.22265740130351563
2016-12-09,-0.21821147148001696
2016-12-10,-0.21466664942339353
2016-12-11,-0.22216505597671965
2016-12-12,-0.2128965727771437
2016-12-13,-0.2134249416228977
2016-12-14,-0.21701876298148193
2016-12-15,-0.21909349352852026
